source_id,source_dataset,source_queue,source_type,source_priority,subject_es,body_es,texto,expected_area,expected_intent,expected_urgency,expected_human,expected_ambiguous,expected_contradictory,expected_security_legal,expected_refund,expected_actionability,expected_technical_repro,curation_note,evaluation_split,expected_route
v7-row-020,catalog-judge/ticket-rubric-v2,ventas,retroalimentacion,low,Pack mixto de resaltadores y correctores,Convendría un pack mixto de resaltadores y correctores en el catálogo de oficina. Es una idea; no hay compra en curso.,"Pack mixto de resaltadores y correctores
Convendría un pack mixto de resaltadores y correctores en el catálogo de oficina. Es una idea; no hay compra en curso.",ventas,retroalimentacion,low,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola ventas.,confirmation,accept
v7-row-021,catalog-judge/ticket-rubric-v2,ventas,solicitud,medium,El precio no me cierra,"El precio no me cierra y quiero otra opción. No indico qué producto, ni si se trata de una cotización previa o de una compra en tienda.","El precio no me cierra
El precio no me cierra y quiero otra opción. No indico qué producto, ni si se trata de una cotización previa o de una compra en tienda.",ventas,solicitud,medium,True,True,False,False,False,clarification,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola ventas.,confirmation,review
v7-row-022,catalog-judge/ticket-rubric-v2,pagos,reclamo,medium,Cargo repetido en el recibo 912,El recibo 912 del servicio de archivo muestra el mismo cargo dos veces. Solicito la devolución del cobro duplicado.,"Cargo repetido en el recibo 912
El recibo 912 del servicio de archivo muestra el mismo cargo dos veces. Solicito la devolución del cobro duplicado.",pagos,reclamo,medium,False,False,False,False,True,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola pagos.,confirmation,accept
v7-row-023,catalog-judge/ticket-rubric-v2,pagos,consulta,low,Significado del recargo nocturno del recibo 448,"En el recibo 448 aparece un recargo nocturno y no entiendo a qué corresponde. Pido una explicación del concepto, no un reembolso.","Significado del recargo nocturno del recibo 448
En el recibo 448 aparece un recargo nocturno y no entiendo a qué corresponde. Pido una explicación del concepto, no un reembolso.",pagos,consulta,low,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola pagos.,confirmation,accept
v7-row-024,catalog-judge/ticket-rubric-v2,pagos,solicitud,medium,Pasar el contrato 77 a pago en ventanilla,Quiero pasar el contrato 77 de débito automático a pago en ventanilla a partir del próximo ciclo. No hay un cargo erróneo.,"Pasar el contrato 77 a pago en ventanilla
Quiero pasar el contrato 77 de débito automático a pago en ventanilla a partir del próximo ciclo. No hay un cargo erróneo.",pagos,solicitud,medium,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola pagos.,confirmation,accept
v7-row-025,catalog-judge/ticket-rubric-v2,pagos,reclamo,high,Devolución del pago de la orden 2550,Pagué la orden 2550 de tóner y el artículo no se despachó. Solicito la devolución del dinero hoy para cubrir al suplente.,"Devolución del pago de la orden 2550
Pagué la orden 2550 de tóner y el artículo no se despachó. Solicito la devolución del dinero hoy para cubrir al suplente.",pagos,reclamo,high,False,False,False,False,True,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola pagos.,confirmation,review
v7-row-026,catalog-judge/ticket-rubric-v2,pagos,consulta,low,Paso para pedir un saldo a favor,¿Cuál es el paso para pedir la devolución de un saldo a favor en la cuenta de servicios? Aún no hay un cobro en disputa.,"Paso para pedir un saldo a favor
¿Cuál es el paso para pedir la devolución de un saldo a favor en la cuenta de servicios? Aún no hay un cobro en disputa.",pagos,consulta,low,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola pagos.,confirmation,accept
v7-row-027,catalog-judge/ticket-rubric-v2,pagos,incidencia,high,El portal no emite la constancia de pago,"Al pagar la cuota del plan de mantenimiento, el portal no genera la constancia. El cargo del recibo 673 sí se descontó y la necesito para el cierre de hoy.","El portal no emite la constancia de pago
Al pagar la cuota del plan de mantenimiento, el portal no genera la constancia. El cargo del recibo 673 sí se descontó y la necesito para el cierre de hoy.",pagos,incidencia,high,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola pagos.,confirmation,review
v7-row-028,catalog-judge/ticket-rubric-v2,pagos,solicitud,high,Excepción de retención al proveedor de custodia,El pago al proveedor del servicio de custodia requiere una excepción de retención que el flujo habitual rechaza. Pido revisión de un especialista de tesorería antes de liberar el abono.,"Excepción de retención al proveedor de custodia
El pago al proveedor del servicio de custodia requiere una excepción de retención que el flujo habitual rechaza. Pido revisión de un especialista de tesorería antes de liberar el abono.",pagos,solicitud,high,True,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola pagos.,confirmation,review
v7-row-029,catalog-judge/ticket-rubric-v2,seguridad,incidencia,critical,Ingreso ajeno a la consola de cuentas,Detecté un ingreso a la consola de cuentas desde un equipo que no es de la oficina y se cambiaron permisos. Pido el bloqueo inmediato de esa sesión.,"Ingreso ajeno a la consola de cuentas
Detecté un ingreso a la consola de cuentas desde un equipo que no es de la oficina y se cambiaron permisos. Pido el bloqueo inmediato de esa sesión.",seguridad,incidencia,critical,False,False,False,True,False,immediate_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola seguridad.,confirmation,review
v7-row-030,catalog-judge/ticket-rubric-v2,seguridad,reclamo,critical,Cargo no autorizado en la tarjeta de compras,Apareció un cargo que no autorizamos en la tarjeta asociada a la cuenta de compras. Pido anularlo y bloquear la tarjeta ahora.,"Cargo no autorizado en la tarjeta de compras
Apareció un cargo que no autorizamos en la tarjeta asociada a la cuenta de compras. Pido anularlo y bloquear la tarjeta ahora.",seguridad,reclamo,critical,False,False,False,True,True,immediate_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola seguridad.,confirmation,review
v7-row-031,catalog-judge/ticket-rubric-v2,seguridad,consulta,low,Conservación de datos en el portal de clientes,¿Qué datos personales conserva el portal de clientes y por cuánto tiempo? Es una consulta de privacidad; no hay incidente abierto.,"Conservación de datos en el portal de clientes
¿Qué datos personales conserva el portal de clientes y por cuánto tiempo? Es una consulta de privacidad; no hay incidente abierto.",seguridad,consulta,low,False,False,False,True,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola seguridad.,confirmation,review
v7-row-032,catalog-judge/ticket-rubric-v2,seguridad,solicitud,high,Revocar acceso de la cuenta de proveedor,Pido revocar hoy el acceso de la cuenta de proveedor externo al repositorio interno. El contrato de custodia venció y la cuenta sigue activa.,"Revocar acceso de la cuenta de proveedor
Pido revocar hoy el acceso de la cuenta de proveedor externo al repositorio interno. El contrato de custodia venció y la cuenta sigue activa.",seguridad,solicitud,high,False,False,False,True,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola seguridad.,confirmation,review
v7-row-033,catalog-judge/ticket-rubric-v2,seguridad,solicitud,high,Dictamen sobre entrega de bitácoras de acceso,Recibimos un requerimiento de entrega de bitácoras de acceso y no está claro si podemos entregarlo sin un dictamen. Pido que un especialista de cumplimiento lo resuelva.,"Dictamen sobre entrega de bitácoras de acceso
Recibimos un requerimiento de entrega de bitácoras de acceso y no está claro si podemos entregarlo sin un dictamen. Pido que un especialista de cumplimiento lo resuelva.",seguridad,solicitud,high,True,False,False,True,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola seguridad.,confirmation,review
v7-row-034,catalog-judge/ticket-rubric-v2,rrhh,consulta,low,Papeles para el alta de un practicante,¿Qué documentos debo presentar para el alta de un practicante en el ciclo de verano? El puesto ya está definido.,"Papeles para el alta de un practicante
¿Qué documentos debo presentar para el alta de un practicante en el ciclo de verano? El puesto ya está definido.",rrhh,consulta,low,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola rrhh.,confirmation,accept
v7-row-035,catalog-judge/ticket-rubric-v2,rrhh,solicitud,medium,Constancia de trabajo para trámite de vivienda,Solicito una constancia de trabajo con el cargo y la fecha de ingreso para un trámite de vivienda. La piden esta semana.,"Constancia de trabajo para trámite de vivienda
Solicito una constancia de trabajo con el cargo y la fecha de ingreso para un trámite de vivienda. La piden esta semana.",rrhh,solicitud,medium,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola rrhh.,confirmation,accept
v7-row-036,catalog-judge/ticket-rubric-v2,rrhh,consulta,low,Fechas de la convocatoria interna de analistas,Quisiera saber las fechas de la siguiente convocatoria interna de analistas. No postulo todavía; es una consulta.,"Fechas de la convocatoria interna de analistas
Quisiera saber las fechas de la siguiente convocatoria interna de analistas. No postulo todavía; es una consulta.",rrhh,consulta,low,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola rrhh.,confirmation,accept
v7-row-037,catalog-judge/ticket-rubric-v2,rrhh,reclamo,medium,Problema con mi contrato,"Hay un problema con mi contrato y quiero que lo vean. No indico si es el de plazo fijo o el de locación, ni qué cláusula.","Problema con mi contrato
Hay un problema con mi contrato y quiero que lo vean. No indico si es el de plazo fijo o el de locación, ni qué cláusula.",rrhh,reclamo,medium,True,True,False,False,False,clarification,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola rrhh.,confirmation,review
v7-row-038,catalog-judge/ticket-rubric-v2,rrhh,solicitud,high,Excepción al tope de horas extra,Pido una excepción al tope de horas extra del mes para el cierre de inventario. El flujo automático lo rechaza; hace falta autorización de un especialista de personal.,"Excepción al tope de horas extra
Pido una excepción al tope de horas extra del mes para el cierre de inventario. El flujo automático lo rechaza; hace falta autorización de un especialista de personal.",rrhh,solicitud,high,True,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola rrhh.,confirmation,review
v7-row-039,catalog-judge/ticket-rubric-v2,atencion_cliente,consulta,low,Estado del caso 628,"¿En qué etapa está el caso 628 de seguimiento del reclamo de facturación? Solo pido el estado, sin reabrir el fondo.","Estado del caso 628
¿En qué etapa está el caso 628 de seguimiento del reclamo de facturación? Solo pido el estado, sin reabrir el fondo.",atencion_cliente,consulta,low,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola atencion_cliente.,confirmation,accept
v7-row-040,catalog-judge/ticket-rubric-v2,atencion_cliente,reclamo,high,Sin respuesta en el caso 741,El caso 741 sobre el envío de carpetas sigue sin respuesta y el plazo de atención vence hoy. Pido que retomen el hilo.,"Sin respuesta en el caso 741
El caso 741 sobre el envío de carpetas sigue sin respuesta y el plazo de atención vence hoy. Pido que retomen el hilo.",atencion_cliente,reclamo,high,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola atencion_cliente.,confirmation,review
v7-row-041,catalog-judge/ticket-rubric-v2,atencion_cliente,solicitud,low,Reenviar la constancia del caso 803,Pido que reenvíen la constancia de atención del caso 803 a la bandeja registrada. No hay un incidente nuevo.,"Reenviar la constancia del caso 803
Pido que reenvíen la constancia de atención del caso 803 a la bandeja registrada. No hay un incidente nuevo.",atencion_cliente,solicitud,low,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola atencion_cliente.,confirmation,accept
v7-row-042,catalog-judge/ticket-rubric-v2,atencion_cliente,retroalimentacion,low,Numerar los pasos en las respuestas,Sugiero numerar los pasos en las respuestas de la mesa de ayuda. Las respuestas actuales se entienden; es una mejora de formato.,"Numerar los pasos en las respuestas
Sugiero numerar los pasos en las respuestas de la mesa de ayuda. Las respuestas actuales se entienden; es una mejora de formato.",atencion_cliente,retroalimentacion,low,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola atencion_cliente.,confirmation,accept
v7-row-043,catalog-judge/ticket-rubric-v2,atencion_cliente,consulta,low,Atención de la mesa los sábados,¿Atiende la mesa de ayuda los sábados por la mañana? Quiero saberlo antes de acercarme.,"Atención de la mesa los sábados
¿Atiende la mesa de ayuda los sábados por la mañana? Quiero saberlo antes de acercarme.",atencion_cliente,consulta,low,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola atencion_cliente.,confirmation,accept
v7-row-044,catalog-judge/ticket-rubric-v2,atencion_cliente,solicitud,medium,Cerrar el caso 556 y a la vez darle seguimiento,"En el mismo texto pido cerrar el caso 556 porque ya está resuelto, y también que le den seguimiento porque sigue abierto.","Cerrar el caso 556 y a la vez darle seguimiento
En el mismo texto pido cerrar el caso 556 porque ya está resuelto, y también que le den seguimiento porque sigue abierto.",atencion_cliente,solicitud,medium,True,False,True,False,False,clarification,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola atencion_cliente.,confirmation,review
v7-row-045,catalog-judge/ticket-rubric-v2,atencion_cliente,reclamo,medium,El caso 419 figura cerrado y abierto,En el mismo mensaje me indican que el caso 419 ya está cerrado y también que sigue abierto a la espera de una respuesta. Pido que unifiquen el estado.,"El caso 419 figura cerrado y abierto
En el mismo mensaje me indican que el caso 419 ya está cerrado y también que sigue abierto a la espera de una respuesta. Pido que unifiquen el estado.",atencion_cliente,reclamo,medium,True,False,True,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola atencion_cliente.,confirmation,review
v7-row-046,catalog-judge/ticket-rubric-v2,otro,otro,low,Llovizna y cielo cubierto,Hoy hay llovizna en la ciudad y el cielo está cubierto. No pido nada al servicio; es solo un comentario del tiempo.,"Llovizna y cielo cubierto
Hoy hay llovizna en la ciudad y el cielo está cubierto. No pido nada al servicio; es solo un comentario del tiempo.",otro,otro,low,False,False,False,False,False,no_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola otro.,confirmation,review
v7-row-047,catalog-judge/ticket-rubric-v2,otro,consulta,low,Hora de apertura de la feria vecinal,"¿A qué hora abre la feria vecinal del parque los domingos? No es un tema de pedidos, pagos ni sistemas internos.","Hora de apertura de la feria vecinal
¿A qué hora abre la feria vecinal del parque los domingos? No es un tema de pedidos, pagos ni sistemas internos.",otro,consulta,low,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola otro.,confirmation,review
v7-row-048,catalog-judge/ticket-rubric-v2,otro,solicitud,low,Inscripción al taller de huertos urbanos,"Deseo inscribirme al taller de huertos urbanos del municipio. No corresponde a pedidos, sistemas ni facturación de este canal.","Inscripción al taller de huertos urbanos
Deseo inscribirme al taller de huertos urbanos del municipio. No corresponde a pedidos, sistemas ni facturación de este canal.",otro,solicitud,low,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola otro.,confirmation,review
v7-row-049,catalog-judge/ticket-rubric-v2,otro,retroalimentacion,low,Opinión sobre el concierto de la plaza,El concierto de la plaza estuvo bien organizado. No hay un pedido ni un incidente de este servicio; solo dejo la opinión.,"Opinión sobre el concierto de la plaza
El concierto de la plaza estuvo bien organizado. No hay un pedido ni un incidente de este servicio; solo dejo la opinión.",otro,retroalimentacion,low,False,False,False,False,False,no_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola otro.,confirmation,review
v7-row-050,catalog-judge/ticket-rubric-v2,otro,otro,low,Semáforo intermitente en la esquina,El semáforo de la esquina parpadea en amarillo desde anoche. No es un tema de este catálogo de pedidos ni de sistemas internos.,"Semáforo intermitente en la esquina
El semáforo de la esquina parpadea en amarillo desde anoche. No es un tema de este catálogo de pedidos ni de sistemas internos.",otro,otro,low,False,False,False,False,False,standard_action,False,Texto nuevo rubricado con ticket-rubric-v2; confirmation v7; cola otro.,confirmation,review
